x_m,y_m,z_m,cell_volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s
2.75,0.25,6.25,0.125,0.0050222,-0.000823974,-0.00431418,300.603,-0.000430254,2.44763,9.84786e-06,4.95266e-08,0.000176233,0.000207311
3.25,0.25,6.25,0.125,0.0067498,-0.000835297,-0.00574744,300.604,-0.000448441,2.44761,1.00447e-05,5.10248e-08,0.000177964,0.000209379
3.75,0.25,6.25,0.125,0.00803265,-0.000996847,-0.00804245,300.605,-0.000476754,2.44757,1.02557e-05,5.26424e-08,0.000179821,0.000211557
4.25,0.25,6.25,0.125,0.00860197,-0.00122161,-0.0114275,300.605,-0.000512456,2.44754,1.05551e-05,5.49661e-08,0.000182421,0.000214627
4.75,0.25,6.25,0.125,0.00572957,-0.00219857,-0.0177144,300.606,-0.000573002,2.44747,1.15672e-05,6.30466e-08,0.000191003,0.000224659
5.25,0.25,6.25,0.125,-0.00570877,-0.00220361,-0.0176991,300.606,-0.000572924,2.44747,1.15496e-05,6.29379e-08,0.00019075,0.000224466
5.75,0.25,6.25,0.125,-0.00858796,-0.00123195,-0.0113889,300.605,-0.000512226,2.44754,1.05209e-05,5.47246e-08,0.000182041,0.000214196
6.25,0.25,6.25,0.125,-0.00800411,-0.00100512,-0.00799882,300.605,-0.000476575,2.44757,1.02145e-05,5.23489e-08,0.000179379,0.000211047
6.75,0.25,6.25,0.125,-0.00671246,-0.000842781,-0.00570481,300.604,-0.000448311,2.44761,9.99892e-06,5.07007e-08,0.000177474,0.00020886
7.25,0.25,6.25,0.125,-0.00497603,-0.000827347,-0.00427486,300.603,-0.000430152,2.44763,9.79768e-06,4.91826e-08,0.000175662,0.000206863
7.75,0.25,6.25,0.125,-0.00319662,-0.000814744,-0.00316533,300.602,-0.000419397,2.44765,9.42162e-06,4.64113e-08,0.000172135,0.000203144
8.25,0.25,6.25,0.125,-0.0016172,-0.00081535,-0.0020005,300.601,-0.000414664,2.44766,8.70086e-06,4.11229e-08,0.000165685,0.000194961
8.75,0.25,6.25,0.125,-0.000225684,-0.000523012,-0.000652493,300.6,-0.000411117,2.44768,6.9633e-06,3.17282e-08,0.000137539,0.000193049
9.25,0.25,6.25,0.125,0.000321695,-0.000523664,0.00154547,300.598,-0.00041294,2.44769,5.47534e-06,2.10366e-08,0.000128259,0.0001586
9.75,0.25,6.25,0.125,0.00051359,-0.00061875,0.00297231,300.596,-0.000412956,2.4477,3.56814e-06,1.07234e-08,0.000106855,0.000122941
0.25,0.75,6.25,0.125,-0.00100574,-0.00154636,0.00458345,300.645,-4.89629,2.44698,6.43263e-06,2.61406e-08,0.000142464,0.000169416
0.75,0.75,6.25,0.125,-0.000823034,-0.00216989,0.00160708,300.644,-4.89629,2.447,1.22812e-05,4.30065e-08,0.000315636,0.000372103
1.25,0.75,6.25,0.125,-0.000189316,-0.00250993,-0.000468301,300.644,-4.89627,2.44701,1.55268e-05,5.74001e-08,0.000378004,0.000445748
1.75,0.75,6.25,0.125,0.00116483,-0.00270147,-0.00183475,300.645,-4.89626,2.44701,1.7177e-05,6.36871e-08,0.000416953,0.000490612
2.25,0.75,6.25,0.125,0.00241077,-0.00261364,-0.002575,300.645,-4.89625,2.447,1.73609e-05,6.17472e-08,0.000439306,0.000516819
2.75,0.75,6.25,0.125,0.00376208,-0.0024922,-0.00343783,300.646,-4.89625,2.44699,1.714e-05,5.8094e-08,0.00045513,0.000535437
3.25,0.75,6.25,0.125,0.00497914,-0.00240379,-0.00461498,300.647,-4.89625,2.44697,1.69748e-05,5.49971e-08,0.000471532,0.000554742
3.75,0.75,6.25,0.125,0.00608653,-0.00250729,-0.00616662,300.648,-4.89626,2.44694,1.75538e-05,5.56261e-08,0.00049855,0.000586536
4.25,0.75,6.25,0.125,0.00580498,-0.00249077,-0.00893974,300.648,-4.89629,2.44691,1.97827e-05,6.67144e-08,0.000527949,0.000621107
4.75,0.75,6.25,0.125,0.00337454,-0.00287849,-0.0122596,300.649,-4.89629,2.44689,2.38116e-05,1.07623e-07,0.00047415,0.00055778
5.25,0.75,6.25,0.125,-0.0033397,-0.00286881,-0.012225,300.649,-4.89629,2.44689,2.38459e-05,1.07957e-07,0.000474046,0.000557721
5.75,0.75,6.25,0.125,-0.0057776,-0.00247177,-0.0088505,300.648,-4.89629,2.44691,1.97856e-05,6.66684e-08,0.000528473,0.000621859
6.25,0.75,6.25,0.125,-0.0060469,-0.0024866,-0.00604466,300.648,-4.89626,2.44694,1.75328e-05,5.5374e-08,0.000499619,0.000587941
6.75,0.75,6.25,0.125,-0.0049237,-0.00238077,-0.00447643,300.647,-4.89625,2.44697,1.69326e-05,5.46002e-08,0.000472605,0.00055613
7.25,0.75,6.25,0.125,-0.00369232,-0.00246501,-0.0032901,300.646,-4.89625,2.44699,1.70904e-05,5.76259e-08,0.000456175,0.00053675
7.75,0.75,6.25,0.125,-0.0023364,-0.00258153,-0.00242236,300.645,-4.89625,2.447,1.73122e-05,6.12585e-08,0.000440334,0.000518065
8.25,0.75,6.25,0.125,-0.00111043,-0.00267311,-0.00166835,300.645,-4.89626,2.44701,1.70965e-05,6.30042e-08,0.000417531,0.000491367
8.75,0.75,6.25,0.125,0.000192834,-0.00245359,-0.000390342,300.644,-4.89627,2.44701,1.54307e-05,5.68333e-08,0.00037706,0.00044526
9.25,0.75,6.25,0.125,0.000792998,-0.00215394,0.00163377,300.644,-4.89628,2.447,1.2229e-05,4.27546e-08,0.000314806,0.0003707
9.75,0.75,6.25,0.125,0.000976499,-0.00147742,0.0046134,300.645,-4.89629,2.44698,6.42219e-06,2.61653e-08,0.000141868,0.000167407
0.25,1.25,6.25,0.125,0.000648525,-0.000193071,0.000558387,300.657,-9.7917,2.44663,9.49978e-06,4.694e-08,0.000173032,0.000204949
0.75,1.25,6.25,0.125,0.00226341,-3.28647e-05,-0.00382401,300.656,-9.7917,2.44665,2.03296e-05,1.03416e-07,0.000359678,0.000423207
1.25,1.25,6.25,0.125,0.0031005,-0.000873898,-0.00481411,300.656,-9.79169,2.44668,2.40802e-05,1.17878e-07,0.000442721,0.000520937
1.75,1.25,6.25,0.125,0.0038614,-0.0019892,-0.00470233,300.656,-9.79167,2.4467,2.48954e-05,1.14506e-07,0.000487141,0.000573082
2.25,1.25,6.25,0.125,0.00439935,-0.00271052,-0.00423812,300.657,-9.79166,2.44668,2.40991e-05,1.02385e-07,0.000510513,0.000600581
2.75,1.25,6.25,0.125,0.00487803,-0.00306142,-0.00409709,300.658,-9.79165,2.44666,2.24996e-05,8.75286e-08,0.000520524,0.000612359
3.25,1.25,6.25,0.125,0.00517088,-0.00321548,-0.0045966,300.659,-9.79165,2.44663,2.08837e-05,7.45065e-08,0.000526822,0.000619767
3.75,1.25,6.25,0.125,0.00551846,-0.00331139,-0.00562969,300.66,-9.79165,2.44659,2.02065e-05,6.79044e-08,0.000541164,0.000636645
4.25,1.25,6.25,0.125,0.00466608,-0.00303577,-0.00806637,300.661,-9.79166,2.44654,2.13292e-05,7.80472e-08,0.000524609,0.000617159
4.75,1.25,6.25,0.125,0.00234827,-0.00144112,-0.0103955,300.662,-9.79165,2.44649,2.69115e-05,1.83821e-07,0.000354589,0.000417136
5.25,1.25,6.25,0.125,-0.0024132,-0.00142635,-0.0103476,300.662,-9.79165,2.44649,2.68401e-05,1.83601e-07,0.000353132,0.000415426
5.75,1.25,6.25,0.125,-0.00469399,-0.0029961,-0.00797418,300.661,-9.79166,2.44654,2.12335e-05,7.75808e-08,0.000523034,0.000615354
6.25,1.25,6.25,0.125,-0.00551968,-0.0032678,-0.00551809,300.66,-9.79165,2.44659,2.01336e-05,6.74433e-08,0.000540934,0.000636456
6.75,1.25,6.25,0.125,-0.00514176,-0.00316346,-0.00448358,300.659,-9.79165,2.44663,2.08346e-05,7.40926e-08,0.000527276,0.000620391
7.25,1.25,6.25,0.125,-0.00483133,-0.00299514,-0.00399066,300.658,-9.79165,2.44666,2.24944e-05,8.73138e-08,0.000521565,0.000613667
7.75,1.25,6.25,0.125,-0.00434846,-0.00262988,-0.00414302,300.657,-9.79166,2.44668,2.41534e-05,1.0253e-07,0.000512094,0.00060252
8.25,1.25,6.25,0.125,-0.00382384,-0.0019137,-0.00461135,300.656,-9.79167,2.4467,2.49823e-05,1.14936e-07,0.000488712,0.000575023
8.75,1.25,6.25,0.125,-0.00310043,-0.00081544,-0.00480301,300.656,-9.79169,2.44668,2.41267e-05,1.18226e-07,0.000443125,0.000521637
9.25,1.25,6.25,0.125,-0.0022764,2.61336e-05,-0.00390538,300.657,-9.7917,2.44665,2.02875e-05,1.03326e-07,0.0003585,0.000422003
9.75,1.25,6.25,0.125,-0.000742551,-5.58063e-05,0.000336024,300.657,-9.7917,2.44663,9.62164e-06,4.79556e-08,0.000173741,0.000205129
0.25,1.75,6.25,0.125,0.00266447,0.00326228,-0.00575777,300.668,-14.6869,2.44616,1.4398e-05,8.74664e-08,0.000213308,0.000250671
0.75,1.75,6.25,0.125,0.00403037,0.00278923,-0.00764975,300.667,-14.6869,2.44619,2.10431e-05,1.13518e-07,0.00035107,0.000412906
1.25,1.75,6.25,0.125,0.00532309,0.00199905,-0.00833299,300.667,-14.6869,2.44621,2.56573e-05,1.32145e-07,0.000448346,0.00052742
1.75,1.75,6.25,0.125,0.0062788,0.00108018,-0.00806561,300.667,-14.6869,2.44623,2.79573e-05,1.37354e-07,0.000512143,0.000602488
2.25,1.75,6.25,0.125,0.00683055,0.000256567,-0.0072557,300.667,-14.6869,2.44625,2.83425e-05,1.31371e-07,0.000550325,0.000647409
2.75,1.75,6.25,0.125,0.00699193,-0.000515115,-0.00644682,300.667,-14.6869,2.44627,2.7153e-05,1.17045e-07,0.000566925,0.000666932
3.25,1.75,6.25,0.125,0.00665005,-0.00127833,-0.00612199,300.667,-14.6869,2.44628,2.50916e-05,9.94297e-08,0.00056988,0.0006704
3.75,1.75,6.25,0.125,0.00616823,-0.00203473,-0.00629042,300.667,-14.6869,2.44628,2.33249e-05,8.59666e-08,0.000569576,0.000670044
4.25,1.75,6.25,0.125,0.00451446,-0.00234485,-0.00802237,300.668,-14.6869,2.44624,2.38341e-05,9.99201e-08,0.000511668,0.000601914
4.75,1.75,6.25,0.125,0.00177986,-0.000276867,-0.00940493,300.67,-14.6869,2.44615,3.44374e-05,3.32057e-07,0.000321433,0.000378129
5.25,1.75,6.25,0.125,-0.00191758,-0.000271198,-0.00935544,300.67,-14.6869,2.44615,3.42467e-05,3.30552e-07,0.000319331,0.000375657
5.75,1.75,6.25,0.125,-0.00457783,-0.00231315,-0.00793306,300.668,-14.6869,2.44624,2.36358e-05,9.89031e-08,0.000508363,0.000598003
6.25,1.75,6.25,0.125,-0.00619071,-0.00200203,-0.00619046,300.667,-14.6869,2.44628,2.31603e-05,8.50489e-08,0.000567626,0.000667764
6.75,1.75,6.25,0.125,-0.00663404,-0.00123061,-0.00602898,300.667,-14.6869,2.44628,2.49502e-05,9.85236e-08,0.000568657,0.000668973
7.25,1.75,6.25,0.125,-0.00695785,-0.000441048,-0.00637196,300.667,-14.6869,2.44627,2.7032e-05,1.16183e-07,0.000566052,0.000665903
7.75,1.75,6.25,0.125,-0.00678771,0.00034881,-0.00720038,300.667,-14.6869,2.44624,2.82373e-05,1.30573e-07,0.000549588,0.000646537
8.25,1.75,6.25,0.125,-0.00624739,0.00116766,-0.00802094,300.667,-14.6869,2.44622,2.78703e-05,1.36691e-07,0.00051143,0.000601659
8.75,1.75,6.25,0.125,-0.00530908,0.00204445,-0.00829946,300.667,-14.6869,2.44621,2.55884e-05,1.31666e-07,0.000447566,0.000526556
9.25,1.75,6.25,0.125,-0.00403368,0.00280988,-0.00764975,300.667,-14.6869,2.44619,2.10026e-05,1.1332e-07,0.000350332,0.000412204
9.75,1.75,6.25,0.125,-0.00268103,0.00324528,-0.00578174,300.668,-14.6869,2.44616,1.44135e-05,8.77607e-08,0.000213051,0.000250854
0.25,2.25,6.25,0.125,0.00460001,0.000751651,0.000149395,300.684,-19.582,2.44518,2.3114e-05,1.77801e-07,0.000270431,0.000317831
0.75,2.25,6.25,0.125,0.00645664,0.00451731,-0.00323557,300.679,-19.582,2.44552,2.23088e-05,1.35123e-07,0.000331487,0.000389827
1.25,2.25,6.25,0.125,0.00699702,0.00407298,-0.00563121,300.676,-19.582,2.44568,2.43686e-05,1.29487e-07,0.00041274,0.000485504
1.75,2.25,6.25,0.125,0.00760133,0.00312478,-0.00704683,300.675,-19.582,2.44575,2.63894e-05,1.29645e-07,0.000483445,0.00056871
2.25,2.25,6.25,0.125,0.00821755,0.00235637,-0.00766146,300.675,-19.582,2.44579,2.7169e-05,1.24927e-07,0.000531781,0.00062558
2.75,2.25,6.25,0.125,0.00857435,0.00167079,-0.00776006,300.675,-19.582,2.44582,2.68072e-05,1.15453e-07,0.0005602,0.000659008
3.25,2.25,6.25,0.125,0.00830572,0.000925612,-0.00778868,300.674,-19.582,2.44585,2.57708e-05,1.0388e-07,0.000575392,0.000676875
3.75,2.25,6.25,0.125,0.0075748,-0.000122518,-0.0076844,300.674,-19.582,2.44589,2.48266e-05,9.55147e-08,0.000580771,0.000683206
4.25,2.25,6.25,0.125,0.0053097,-0.0010006,-0.00864005,300.674,-19.582,2.44591,2.63876e-05,1.25913e-07,0.000497705,0.000585484
4.75,2.25,6.25,0.125,0.00189903,0.00134057,-0.00886157,300.676,-19.582,2.4458,4.73926e-05,5.8383e-07,0.000346239,0.000407325
5.25,2.25,6.25,0.125,-0.00206109,0.00132843,-0.00882594,300.676,-19.582,2.4458,4.70348e-05,5.79824e-07,0.000343388,0.00040397
5.75,2.25,6.25,0.125,-0.00538265,-0.000995912,-0.00856786,300.674,-19.582,2.4459,2.61231e-05,1.24379e-07,0.000493792,0.000580838
6.25,2.25,6.25,0.125,-0.00760902,-0.000121353,-0.00761058,300.674,-19.582,2.44589,2.46161e-05,9.43796e-08,0.000577832,0.000679744
6.75,2.25,6.25,0.125,-0.00831164,0.000940356,-0.00772764,300.674,-19.582,2.44585,2.55721e-05,1.02735e-07,0.000572868,0.000673906
7.25,2.25,6.25,0.125,-0.00856634,0.00170698,-0.00771519,300.675,-19.582,2.44582,2.66145e-05,1.1427e-07,0.000557889,0.000656287
7.75,2.25,6.25,0.125,-0.00820422,0.00241352,-0.00763302,300.675,-19.582,2.44579,2.69942e-05,1.23793e-07,0.00052977,0.00062322
8.25,2.25,6.25,0.125,-0.00758829,0.00318325,-0.00702002,300.675,-19.582,2.44575,2.62484e-05,1.28691e-07,0.000481836,0.000566846
8.75,2.25,6.25,0.125,-0.00699505,0.00410721,-0.00558657,300.676,-19.582,2.44568,2.42853e-05,1.28957e-07,0.000411609,0.000484246
9.25,2.25,6.25,0.125,-0.00647396,0.00451776,-0.00316543,300.679,-19.582,2.44551,2.23165e-05,1.354e-07,0.000331036,0.00038948
9.75,2.25,6.25,0.125,-0.00461122,0.000672158,0.000242196,300.684,-19.582,2.44517,2.32252e-05,1.79412e-07,0.000270589,0.00031839
0.25,2.75,6.25,0.125,0.00285218,-0.00854816,0.00452469,300.694,-24.4769,2.4444,4.53854e-05,4.89894e-07,0.000378418,0.000445026
0.75,2.75,6.25,0.125,0.00883818,0.00441166,0.00107317,300.688,-24.477,2.4448,3.24391e-05,2.61033e-07,0.000362813,0.000426696
1.25,2.75,6.25,0.125,0.00800435,0.00614738,-0.00216288,300.683,-24.477,2.44515,2.60991e-05,1.61187e-07,0.000380334,0.000447389
1.75,2.75,6.25,0.125,0.00827154,0.00567076,-0.00483148,300.681,-24.477,2.44533,2.5426e-05,1.31504e-07,0.000442445,0.000520484
2.25,2.75,6.25,0.125,0.00883494,0.00505446,-0.00676843,300.68,-24.477,2.44542,2.58612e-05,1.19946e-07,0.000501829,0.000590348
2.75,2.75,6.25,0.125,0.00929753,0.00460037,-0.00789684,300.679,-24.477,2.44548,2.57767e-05,1.10541e-07,0.000540969,0.000636389
3.25,2.75,6.25,0.125,0.00916372,0.00419315,-0.00853945,300.679,-24.477,2.44554,2.50439e-05,1.00542e-07,0.000561436,0.000660463
3.75,2.75,6.25,0.125,0.00853599,0.00358013,-0.00861178,300.678,-24.477,2.4456,2.44439e-05,9.49318e-08,0.000566464,0.000666383
4.25,2.75,6.25,0.125,0.00610571,0.00324422,-0.00933355,300.678,-24.477,2.44562,2.73039e-05,1.4412e-07,0.000465553,0.000547678
4.75,2.75,6.25,0.125,0.00221821,0.00604657,-0.00881422,300.68,-24.477,2.4455,5.94888e-05,8.44053e-07,0.000377348,0.000443938
5.25,2.75,6.25,0.125,-0.00234786,0.00602698,-0.00879594,300.68,-24.477,2.4455,5.9082e-05,8.39005e-07,0.000374445,0.000440537
5.75,2.75,6.25,0.125,-0.0061606,0.00323133,-0.00929008,300.678,-24.477,2.44562,2.70785e-05,1.42717e-07,0.000462398,0.000543932
6.25,2.75,6.25,0.125,-0.00857033,0.00356886,-0.00857236,300.678,-24.477,2.4456,2.42659e-05,9.40073e-08,0.000563733,0.000663166
6.75,2.75,6.25,0.125,-0.00918801,0.00419024,-0.00851901,300.679,-24.477,2.44554,2.48695e-05,9.95984e-08,0.000558888,0.000657464
7.25,2.75,6.25,0.125,-0.00932107,0.00461286,-0.00790113,300.679,-24.477,2.44549,2.56141e-05,1.09605e-07,0.000538729,0.000633751
7.75,2.75,6.25,0.125,-0.00885619,0.00508114,-0.00679335,300.68,-24.477,2.44542,2.57315e-05,1.19133e-07,0.000500199,0.000588437
8.25,2.75,6.25,0.125,-0.00828383,0.00570031,-0.00486153,300.681,-24.477,2.44533,2.53406e-05,1.30898e-07,0.000441512,0.000519409
8.75,2.75,6.25,0.125,-0.00800685,0.0061657,-0.00218195,300.683,-24.477,2.44515,2.60563e-05,1.60819e-07,0.000379954,0.000446986
9.25,2.75,6.25,0.125,-0.00883944,0.00441325,0.00105839,300.688,-24.477,2.44481,3.24322e-05,2.60874e-07,0.00036288,0.000426888
9.75,2.75,6.25,0.125,-0.00281712,-0.00858744,0.00448495,300.694,-24.4769,2.44441,4.53477e-05,4.8943e-07,0.000378148,0.000444845
0.25,3.25,6.25,0.125,-0.00204108,-0.0173994,0.00648523,300.695,-29.3718,2.44415,6.33023e-05,8.07216e-07,0.000446778,0.00052555
0.75,3.25,6.25,0.125,0.0096353,0.00158932,0.00290985,300.692,-29.372,2.44428,4.60654e-05,4.15804e-07,0.000459307,0.000540245
1.25,3.25,6.25,0.125,0.00774534,0.00550188,-0.000218682,300.688,-29.372,2.44469,3.22364e-05,2.2104e-07,0.000423121,0.000497734
1.75,3.25,6.25,0.125,0.00844205,0.00565845,-0.00328685,300.686,-29.372,2.44493,2.88291e-05,1.60891e-07,0.000464914,0.000546923
2.25,3.25,6.25,0.125,0.00935621,0.0050871,-0.00601821,300.684,-29.372,2.44505,2.92977e-05,1.46669e-07,0.000526711,0.000619636
2.75,3.25,6.25,0.125,0.0101385,0.00469252,-0.00795401,300.683,-29.372,2.44513,3.01233e-05,1.43891e-07,0.00056756,0.000667696
3.25,3.25,6.25,0.125,0.0102102,0.00442176,-0.00924213,300.682,-29.372,2.44519,3.02834e-05,1.41695e-07,0.000582502,0.000685277
3.75,3.25,6.25,0.125,0.00965988,0.00412012,-0.00968059,300.682,-29.372,2.44527,3.05219e-05,1.43607e-07,0.000583836,0.000686855
4.25,3.25,6.25,0.125,0.0069184,0.00436773,-0.0107244,300.681,-29.372,2.44531,3.46789e-05,2.12791e-07,0.00050865,0.000598429
4.75,3.25,6.25,0.125,0.00247617,0.0089146,-0.0102848,300.683,-29.372,2.44518,7.39176e-05,1.10603e-06,0.000444601,0.000523077
5.25,3.25,6.25,0.125,-0.00254595,0.00888549,-0.0102904,300.683,-29.372,2.44518,7.35503e-05,1.10147e-06,0.000442019,0.000520066
5.75,3.25,6.25,0.125,-0.00694487,0.00434145,-0.0107083,300.681,-29.372,2.44531,3.4489e-05,2.11503e-07,0.00050616,0.000595495
6.25,3.25,6.25,0.125,-0.00967857,0.00410087,-0.00967952,300.682,-29.372,2.44527,3.03593e-05,1.42674e-07,0.000581408,0.000684001
6.75,3.25,6.25,0.125,-0.0102349,0.00440778,-0.00926696,300.682,-29.372,2.4452,3.01227e-05,1.40736e-07,0.00058026,0.000682637
7.25,3.25,6.25,0.125,-0.0101686,0.00469401,-0.00800749,300.683,-29.372,2.44513,2.99904e-05,1.43045e-07,0.000565892,0.000665734
7.75,3.25,6.25,0.125,-0.00938378,0.00510209,-0.00609526,300.684,-29.372,2.44506,2.92256e-05,1.46131e-07,0.000526051,0.00061887
8.25,3.25,6.25,0.125,-0.00845585,0.00567759,-0.00337454,300.685,-29.372,2.44493,2.8813e-05,1.60616e-07,0.000465191,0.000547278
8.75,3.25,6.25,0.125,-0.00773982,0.00551646,-0.000306676,300.688,-29.372,2.44469,3.22375e-05,2.20712e-07,0.000423777,0.000498547
9.25,3.25,6.25,0.125,-0.00961093,0.00159287,0.00281726,300.692,-29.372,2.44429,4.60592e-05,4.15053e-07,0.000460016,0.000541155
9.75,3.25,6.25,0.125,0.00207284,-0.0174074,0.00638874,300.695,-29.3718,2.44416,6.31603e-05,8.04594e-07,0.000446226,0.000524958
0.25,3.75,6.25,0.125,-0.00719954,-0.0244673,0.00800755,300.696,-34.2667,2.444,7.953e-05,1.13685e-06,0.000500728,0.000589059
0.75,3.75,6.25,0.125,0.00495044,0.000449408,0.00372525,300.696,-34.2669,2.44375,8.14574e-05,7.8953e-07,0.000756372,0.000889691
1.25,3.75,6.25,0.125,0.00402238,0.00780438,0.000231526,300.692,-34.2669,2.44428,5.45315e-05,4.09622e-07,0.000653362,0.000768623
1.75,3.75,6.25,0.125,0.00580169,0.00864982,-0.00265651,300.69,-34.2669,2.44454,5.42659e-05,3.96588e-07,0.000668277,0.000786226
2.25,3.75,6.25,0.125,0.00701822,0.00878099,-0.00527617,300.689,-34.2669,2.44464,6.15659e-05,4.85803e-07,0.000702203,0.000826179
2.75,3.75,6.25,0.125,0.00820619,0.00944711,-0.00715307,300.688,-34.2669,2.44468,6.82769e-05,5.81293e-07,0.000721763,0.000849223
3.25,3.75,6.25,0.125,0.00884159,0.0104384,-0.00853205,300.688,-34.2669,2.44469,7.13603e-05,6.42288e-07,0.000713552,0.000839581
3.75,3.75,6.25,0.125,0.00919309,0.011644,-0.0091636,300.687,-34.2669,2.44473,6.74821e-05,6.07919e-07,0.000674177,0.000793256
4.25,3.75,6.25,0.125,0.0076405,0.0136174,-0.01062,300.687,-34.267,2.44475,5.92343e-05,5.2064e-07,0.000606529,0.000713655
4.75,3.75,6.25,0.125,0.00335869,0.0197265,-0.00940337,300.689,-34.2669,2.4445,8.89466e-05,1.29544e-06,0.000549649,0.000646689
5.25,3.75,6.25,0.125,-0.0033662,0.0197121,-0.00944923,300.689,-34.2669,2.44451,8.86023e-05,1.29074e-06,0.000547387,0.00064407
5.75,3.75,6.25,0.125,-0.00763986,0.0136126,-0.01063,300.687,-34.267,2.44475,5.90698e-05,5.18926e-07,0.000605157,0.000712075
6.25,3.75,6.25,0.125,-0.00919368,0.0116412,-0.0091935,300.687,-34.2669,2.44474,6.73402e-05,6.06498e-07,0.000672919,0.000791828
6.75,3.75,6.25,0.125,-0.00885707,0.0104392,-0.00859298,300.688,-34.2669,2.4447,7.11833e-05,6.4019e-07,0.000712344,0.000838216
7.25,3.75,6.25,0.125,-0.00822564,0.0094462,-0.00724475,300.688,-34.2669,2.44468,6.8104e-05,5.79075e-07,0.000720864,0.000848216
7.75,3.75,6.25,0.125,-0.00703456,0.00877986,-0.00538983,300.688,-34.2669,2.44465,6.14485e-05,4.84023e-07,0.0007021,0.000826106
8.25,3.75,6.25,0.125,-0.00580293,0.00864387,-0.00278108,300.689,-34.2669,2.44455,5.4213e-05,3.95397e-07,0.000668986,0.000787107
8.75,3.75,6.25,0.125,-0.00401223,0.00779762,0.000105768,300.692,-34.2669,2.44429,5.448e-05,4.08291e-07,0.000654254,0.000769724
9.25,3.75,6.25,0.125,-0.00492692,0.00046524,0.00359785,300.696,-34.2669,2.44376,8.13966e-05,7.86928e-07,0.000757739,0.000891377
9.75,3.75,6.25,0.125,0.00720824,-0.0244381,0.00789737,300.696,-34.2667,2.44402,7.93075e-05,1.13217e-06,0.000499989,0.000588219
0.25,4.25,6.25,0.125,-0.0118241,-0.0256879,0.0102792,300.696,-39.1613,2.44411,9.61172e-05,1.51054e-06,0.000550445,0.00064757
0.75,4.25,6.25,0.125,-0.00709987,-0.0116036,0.00722302,300.7,-39.1617,2.44319,0.00011162,1.39676e-06,0.000802792,0.00094444
1.25,4.25,6.25,0.125,-0.00580738,-0.00418168,0.00245029,300.698,-39.1618,2.44344,0.000146027,1.72171e-06,0.00111467,0.00131141
1.75,4.25,6.25,0.125,-0.00347098,-0.00101937,0.000376056,300.697,-39.1618,2.44349,0.000193663,2.55615e-06,0.00132054,0.00155368
2.25,4.25,6.25,0.125,-0.00216455,-0.00146431,-0.000975037,300.699,-39.1618,2.44329,0.000251278,3.74151e-06,0.00151882,0.00178701
2.75,4.25,6.25,0.125,-0.000885081,-0.00245196,-0.00138086,300.701,-39.1619,2.443,0.000296102,4.80857e-06,0.00164101,0.0019308
3.25,4.25,6.25,0.125,-0.000380188,-0.0037207,-0.00115155,300.703,-39.1619,2.44269,0.000320146,5.5592e-06,0.00165931,0.00195234
3.75,4.25,6.25,0.125,0.000193618,-0.0042143,-0.0001001,300.705,-39.1619,2.44241,0.000293388,5.18132e-06,0.00149516,0.00175922
4.25,4.25,6.25,0.125,-0.00167186,-0.000660569,0.000654237,300.708,-39.162,2.44192,0.000208905,3.53585e-06,0.00111082,0.00130702
4.75,4.25,6.25,0.125,-0.000646139,0.0215407,0.0109256,300.725,-39.1619,2.43996,0.00022928,5.0024e-06,0.000945793,0.00111272
5.25,4.25,6.25,0.125,0.000651274,0.0214991,0.0108257,300.725,-39.1619,2.43997,0.00022861,4.98636e-06,0.000943298,0.00110985
5.75,4.25,6.25,0.125,0.001653,-0.000715974,0.000542075,300.708,-39.162,2.44193,0.0002086,3.52455e-06,0.00111114,0.00130741
6.25,4.25,6.25,0.125,-0.000205039,-0.00424022,-0.000203647,300.705,-39.162,2.44242,0.000293491,5.18005e-06,0.00149657,0.00176095
6.75,4.25,6.25,0.125,0.00035739,-0.00373249,-0.00126074,300.703,-39.1619,2.44269,0.000319885,5.54865e-06,0.00165975,0.00195302
7.25,4.25,6.25,0.125,0.000841282,-0.00244762,-0.0015079,300.701,-39.1619,2.44301,0.00029568,4.79541e-06,0.00164082,0.00193076
7.75,4.25,6.25,0.125,0.00211672,-0.00144866,-0.00112053,300.699,-39.1618,2.4433,0.000250767,3.72779e-06,0.00151821,0.00178644
8.25,4.25,6.25,0.125,0.00342926,-0.000996818,0.000217562,300.697,-39.1618,2.4435,0.000193148,2.54433e-06,0.00131962,0.00155271
8.75,4.25,6.25,0.125,0.00577017,-0.0041499,0.00230257,300.698,-39.1618,2.44345,0.000145667,1.71366e-06,0.0011144,0.00131114
